NAME,STATE,POPULATION
Dunedin city,Florida,36545
New Albany city,Indiana,36461
Bartlesville city,Oklahoma,36389
Rome city,Georgia,36375
Temple City city,California,36367
Oregon City city,Oregon,36360
Oak Creek city,Wisconsin,36354
Roseville city,Minnesota,36314
Lewiston city,Maine,36221
Phenix City city,Alabama,36219
Owasso city,Oklahoma,36215
Leavenworth city,Kansas,36210
Richfield city,Minnesota,36151
Franklin city,Wisconsin,36143
Tucker city,Georgia,36130
Lauderdale Lakes city,Florida,36069
San Juan Capistrano city,California,36064
Claremont city,California,36015
Del Rio city,Texas,36006
Marion city,Ohio,35997
Hilliard city,Ohio,35939
Manhattan Beach city,California,35924
Lufkin city,Texas,35837
Bettendorf city,Iowa,35813
Bell city,California,35811
Benton city,Arkansas,35789
Watertown Town city,Massachusetts,35756
Cooper City city,Florida,35732
La Vergne city,Tennessee,35717
West Fargo city,North Dakota,35708
Wildwood city,Missouri,35501
Prattville city,Alabama,35498
Richmond city,Indiana,35455
Gadsden city,Alabama,35409
Richmond city,Kentucky,35397
Inver Grove Heights city,Minnesota,35392
La Porte city,Texas,35371
Waxahachie city,Texas,35340
Upper Arlington city,Ohio,35337
Gahanna city,Ohio,35297
East Point city,Georgia,35282
Peachtree City city,Georgia,35262
El Mirage city,Arizona,35216
Clermont city,Florida,35211
Goldsboro city,North Carolina,35197
Monroe city,North Carolina,35065
Mount Vernon city,Washington,35051
Pleasant Hill city,California,34987
Brunswick city,Ohio,34867
Stow city,Ohio,34769
Mount Juliet city,Tennessee,34726
Riviera Beach city,Florida,34674
Leawood city,Kansas,34659
Tooele city,Utah,34628
University City city,Missouri,34549
Torrington city,Connecticut,34538
Beverly Hills city,California,34484
Foster City city,California,34412
Englewood city,Colorado,34407
Menlo Park city,California,34357
McMinnville city,Oregon,34347
Kennesaw city,Georgia,34344
San Dimas city,California,34326
Vestavia Hills city,Alabama,34291
Seaside city,California,34150
Chester city,Pennsylvania,34077
Adelanto city,California,34066
Socorro city,Texas,34048
Cottonwood Heights city,Utah,33996
Wenatchee city,Washington,33962
Dana Point city,California,33934
Deer Park city,Texas,33891
Newark city,Delaware,33858
Salisbury city,North Carolina,33849
Kearney city,Nebraska,33835
Long Beach city,New York,33750
Dalton city,Georgia,33748
Douglasville city,Georgia,33675
Georgetown city,Kentucky,33660
Nacogdoches city,Texas,33614
Fairborn city,Ohio,33541
Cookeville city,Tennessee,33452
North Ridgeville city,Ohio,33436
University Place city,Washington,33401
Valparaiso city,Indiana,33376
Holland city,Michigan,33366
Pullman city,Washington,33354
Springville city,Utah,33294
Post Falls city,Idaho,33290
Mason city,Ohio,33235
Goshen city,Indiana,33220
Midvale city,Utah,33208
Alabaster city,Alabama,33202
Bay City city,Michigan,33188
Hinesville city,Georgia,33140
Lawndale city,California,33078
Franklin Town city,Massachusetts,32996
Andover city,Minnesota,32902
Sun Prairie city,Wisconsin,32894
Walla Walla city,Washington,32854
Lewiston city,Idaho,32820
Salisbury city,Maryland,32807
Myrtle Beach city,South Carolina,32795
Lake Stevens city,Washington,32785
Pekin city,Illinois,32731
St. Charles city,Illinois,32714
Copperas Cove city,Texas,32706
Jackson city,Michigan,32704
Manitowoc city,Wisconsin,32697
Eastpointe city,Michigan,32511
DeLand city,Florida,32506
Rome city,New York,32473
La Verne city,California,32461
San Luis city,Arizona,32446
Garfield city,New Jersey,32393
Massillon city,Ohio,32342
Laramie city,Wyoming,32306
Florence city,Kentucky,32305
College Park city,Maryland,32303
Westlake city,Ohio,32297
Lebanon city,Tennessee,32226
Eagle Mountain city,Utah,32204
Parkland city,Florida,32202
Dania Beach city,Florida,32030
El Paso de Robles (Paso Robles) city,California,31918
Bangor city,Maine,31903
Southlake city,Texas,31824
Bowling Green city,Ohio,31820
Cedar City city,Utah,31806
Kaysville city,Utah,31776
Petersburg city,Virginia,31750
North Olmsted city,Ohio,31734
Fairbanks city,Alaska,31644
West Bend city,Wisconsin,31596
Woodstock city,Georgia,31564
Liberty city,Missouri,31507
Helena city,Montana,31429
Danville city,Illinois,31424
Dover city,New Hampshire,31398
Statesboro city,Georgia,31379
Clearfield city,Utah,31363
Savage city,Minnesota,31352
Laguna Hills city,California,31318
Wheat Ridge city,Colorado,31294
Alamogordo city,New Mexico,31248
Des Moines city,Washington,31238
Shawnee city,Oklahoma,31232
Banning city,California,31230
San Pablo city,California,31156
Goleta city,California,31116
Sherwood city,Arkansas,31081
Harker Heights city,Texas,31075
Michigan City city,Indiana,31056
Brooklyn Center city,Minnesota,31006
Ithaca city,New York,31006
Saratoga city,California,30905
Greer city,South Carolina,30899
Winter Park city,Florida,30879
Rochester city,New Hampshire,30797
Hopkinsville city,Kentucky,30789
Galesburg city,Illinois,30769
Long Branch city,New Jersey,30762
Los Altos city,California,30743
Aiken city,South Carolina,30721
Holladay city,Utah,30709
Burlingame city,California,30686
Greenville city,Mississippi,30686
Weatherford city,Texas,30654
Poughkeepsie city,New York,30614
Gillette city,Wyoming,30560
Nicholasville city,Kentucky,30553
Morgantown city,West Virginia,30547
San Carlos city,California,30499
North Tonawanda city,New York,30475
LaGrange city,Georgia,30472
Atascadero city,California,30418
Santa Paula city,California,30313
North Royalton city,Ohio,30294
Texarkana city,Arkansas,30259
Opelika city,Alabama,30240
Cleburne city,Texas,30230
Walnut city,California,30199
Ballwin city,Missouri,30181
Gloucester city,Massachusetts,30172
Rahway city,New Jersey,30131
Parkersburg city,West Virginia,30096
Madison Heights city,Michigan,30050
Elizabethtown city,Kentucky,30023
Redmond city,Oregon,30011
Kent city,Ohio,29915
Chicago Heights city,Illinois,29901
Lawrenceville city,Georgia,29873
North Chicago city,Illinois,29842
Fountain city,Colorado,29804
Morristown city,Tennessee,29771
Highland Park city,Illinois,29767
East Palo Alto city,California,29765
Oak Park city,Michigan,29654
Suisun City city,California,29639
Crown Point city,Indiana,29625
New Iberia city,Louisiana,29620
Saratoga Springs city,Utah,29608
Jamestown city,New York,29591
New Bern city,North Carolina,29590
American Fork city,Utah,29527
Syracuse city,Utah,29507
Fitchburg city,Wisconsin,29485
Kingman city,Arizona,29472
Duluth city,Georgia,29463
Chamblee city,Georgia,29428
Atwater city,California,29397
Russellville city,Arkansas,29318
Sanford city,North Carolina,29313
O'Fallon city,Illinois,29272
Cibolo city,Texas,29249
Raytown city,Missouri,29211
SeaTac city,Washington,29140
Stockbridge city,Georgia,29114
Englewood city,New Jersey,29112
Oak Ridge city,Tennessee,29096
Southgate city,Michigan,29084
Port Huron city,Michigan,29051
Central city,Louisiana,28984
Seguin city,Texas,28983
Eagle Pass city,Texas,28945
Ridgecrest city,California,28880
Agawam Town city,Massachusetts,28849
Burbank city,Illinois,28793
Carlsbad city,New Mexico,28774
Maryville city,Tennessee,28765
Desert Hot Springs city,California,28757
Granite City city,Illinois,28746
West Springfield Town city,Massachusetts,28704
Henderson city,Kentucky,28657
Burton city,Michigan,28643
Monterey city,California,28639
Northampton city,Massachusetts,28593
Jacksonville city,Arkansas,28513
Bella Vista city,Arkansas,28511
Paragould city,Arkansas,28488
Williamsport city,Pennsylvania,28462
Casselberry city,Florida,28395
Aberdeen city,South Dakota,28388
Melrose city,Massachusetts,28367
Newburgh city,New York,28363
Fredericksburg city,Virginia,28360
Benicia city,California,28343
Rexburg city,Idaho,28337
Lafayette city,Colorado,28328
Marion city,Indiana,28327
Hobart city,Indiana,28255
Enterprise city,Alabama,28247
East Chicago city,Indiana,28215
Oakdale city,Minnesota,28083
Saratoga Springs city,New York,28027
Canton city,Georgia,27936
Winchester city,Virginia,27932
Millville city,New Jersey,27918
Big Spring city,Texas,27905
Middletown city,New York,27891
Slidell city,Louisiana,27883
Fridley city,Minnesota,27853
Garfield Heights city,Ohio,27835
Elmira city,New York,27773
Dodge City city,Kansas,27720
Oak Forest city,Illinois,27685
Kirkwood city,Missouri,27653
Independence city,Kentucky,27634
Frankfort city,Kentucky,27621
Maywood city,California,27586
Glen Cove city,New York,27500
Tualatin city,Oregon,27478
Rockledge city,Florida,27476
Lake Jackson city,Texas,27473
Greenville city,Texas,27443
Shaker Heights city,Ohio,27440
Imperial Beach city,California,27418
Mason City city,Iowa,27399
Jeffersontown city,Kentucky,27395
Anderson city,South Carolina,27293
Marshalltown city,Iowa,27280
West Chicago city,Illinois,27182
Eureka city,California,27177
Allen Park city,Michigan,27156
Belmont city,California,27140
Gladstone city,Missouri,27140
Easton city,Pennsylvania,27109
Lemon Grove city,California,27108
Horn Lake city,Mississippi,27095
New London city,Connecticut,27072
Wheeling city,West Virginia,27066
Maryland Heights city,Missouri,26996
Wasco city,California,26994
Winona city,Minnesota,26928
McHenry city,Illinois,26911
Garden City city,Kansas,26895
Bristol city,Tennessee,26842
Yukon city,Oklahoma,26830
Carrollton city,Georgia,26815
Shoreview city,Minnesota,26794
Norco city,California,26761
Alton city,Illinois,26725
Bixby city,Oklahoma,26724
Auburn city,New York,26704
West Linn city,Oregon,26703
Colleyville city,Texas,26674
East St. Louis city,Illinois,26662
Statesville city,North Carolina,26657
Garden City city,Michigan,26650
Wooster city,Ohio,26618
Thomasville city,North Carolina,26615
Ramsey city,Minnesota,26587
Batavia city,Illinois,26563
Xenia city,Ohio,26562
Chaska city,Minnesota,26561
Twentynine Palms city,California,26542
Pearl city,Mississippi,26534
Temple Terrace city,Florida,26489
Alvin city,Texas,26474
New Smyrna Beach city,Florida,26470
Fremont city,Nebraska,26457
Lafayette city,California,26440
Washington city,Utah,26405
Prior Lake city,Minnesota,26401
Brawley city,California,26390
Bessemer city,Alabama,26386
Lemoore city,California,26355
Stevens Point city,Wisconsin,26293
Soledad city,California,26273
Kankakee city,Illinois,26216
Superior city,Wisconsin,26194
Medina city,Ohio,26190
Galt city,California,26172
Cabot city,Arkansas,26141
Barberton city,Ohio,26120
Eagle city,Idaho,26089
Daphne city,Alabama,25960
Neenah city,Wisconsin,25951
Sachse city,Texas,25937
Laurel city,Maryland,25906
Carbondale city,Illinois,25899
South Pasadena city,California,25888
White Bear Lake city,Minnesota,25888
Troy city,Ohio,25865
Asheboro city,North Carolina,25863
Salem city,Virginia,25862
Mount Pleasant city,Michigan,25847
Owatonna city,Minnesota,25794
Woodburn city,Oregon,25780
Lebanon city,Pennsylvania,25770
Maple Valley city,Washington,25758
Green city,Ohio,25747
Watertown city,New York,25687
Madison city,Mississippi,25627
Reedley city,California,25620
Athens city,Alabama,25616
Williston city,North Dakota,25586
Chanhassen city,Minnesota,25558
Hercules city,California,25545
El Cerrito city,California,25515
South Portland city,Maine,25483
Kingsville city,Texas,25482
Clinton city,Iowa,25480
Homewood city,Alabama,25476
Lockport city,Illinois,25434
Zanesville city,Ohio,25388
Hutto city,Texas,25367
Balch Springs city,Texas,25357
Starkville city,Mississippi,25352
Tarpon Springs city,Florida,25331
Hazelwood city,Missouri,25290
Woodstock city,Illinois,25286
Mercer Island city,Washington,25261
Midlothian city,Texas,25254
Athens city,Ohio,25214
Key West city,Florida,25208
University Park city,Texas,25201
Belvidere city,Illinois,25181
Sebastian city,Florida,25174
Sanger city,California,25161
Grandview city,Missouri,25159
Clinton city,Mississippi,25154
Moscow city,Idaho,25146
Mauldin city,South Carolina,25130
Northport city,Alabama,25094
Riverside city,Ohio,25094
Franklin city,Indiana,25089
De Pere city,Wisconsin,25034
Burlington city,Iowa,25022
Champlin city,Minnesota,25022
Muskego city,Wisconsin,24996
Hastings city,Nebraska,24989
Wyandotte city,Michigan,24977
Edwardsville city,Illinois,24967
South Salt Lake city,Utah,24956
Newport city,Rhode Island,24942
Paducah city,Kentucky,24941
Austin city,Minnesota,24933
Harvey city,Illinois,24908
Hanahan city,South Carolina,24885
West Memphis city,Arkansas,24860
Sandusky city,Ohio,24845
Walker city,Michigan,24822
Paris city,Texas,24800
Selma city,California,24782
Ardmore city,Oklahoma,24779
McDonough city,Georgia,24755
Riverbank city,California,24740
Emporia city,Kansas,24724
Hazleton city,Pennsylvania,24723
San Fernando city,California,24714
Collinsville city,Illinois,24703
Watauga city,Texas,24602
San Benito city,Texas,24528
Staunton city,Virginia,24528
Bainbridge Island city,Washington,24522
Elk River city,Minnesota,24506
Bridgeton city,New Jersey,24505
Norton Shores city,Michigan,24501
Ottumwa city,Iowa,24454
Inkster city,Michigan,24453
Norfolk city,Nebraska,24434
Coronado city,California,24417
Trotwood city,Ohio,24386
Denison city,Texas,24380
Rosemount city,Minnesota,24344
Seal Beach city,California,24326
Fort Dodge city,Iowa,24305
Haines City city,Florida,24304
Peekskill city,New York,24272
Ridgeland city,Mississippi,24266
Ponca City city,Oklahoma,24220
Calabasas city,California,24202
Loma Linda city,California,24196
Avon Lake city,Ohio,24184
Mequon city,Wisconsin,24159
Hialeah Gardens city,Florida,24156
Forest Grove city,Oregon,24141
Fairfax city,Virginia,24097
Freeport city,Illinois,24091
Cudahy city,California,24076
Farmington city,Utah,24066
Wilsonville city,Oregon,24058
Columbus city,Mississippi,24041
Dinuba city,California,24034
Brandon city,Mississippi,23999
Rolling Meadows city,Illinois,23988
Zion city,Illinois,23952
Brookings city,South Dakota,23938
Searcy city,Arkansas,23916
Barstow city,California,23916
Marysville city,Ohio,23912
North Platte city,Nebraska,23888
Crestview city,Florida,23856
Decatur city,Georgia,23832
Pooler city,Georgia,23816
Centerville city,Ohio,23787
Muscatine city,Iowa,23782
Faribault city,Minnesota,23750
Conway city,South Carolina,23714
Corsicana city,Texas,23683
Derby city,Kansas,23673
Watertown city,Wisconsin,23655
Oxford city,Mississippi,23639
Newberg city,Oregon,23609
Benbrook city,Texas,23590
Jacksonville Beach city,Florida,23518
Van Buren city,Arkansas,23509
Pelham city,Alabama,23493
Greenbelt city,Maryland,23489
Belton city,Missouri,23480
Wadsworth city,Ohio,23476
Romulus city,Michigan,23457
Loves Park city,Illinois,23387
Kerrville city,Texas,23386
Converse city,Texas,23375
Blue Island city,Illinois,23361
Rock Springs city,Wyoming,23350
Camas city,Washington,23331
Moses Lake city,Washington,23328
Auburn Hills city,Michigan,23296
Greenwood city,South Carolina,23262
Kalispell city,Montana,23212
Marshall city,Texas,23195
Oak Harbor city,Washington,23187
Sugar Hill city,Georgia,23180
Kingston city,New York,23169
Crystal city,Minnesota,23165
Oakdale city,California,23150
Laguna Beach city,California,23147
Columbus city,Nebraska,23128
Farmington city,Minnesota,23067
Avon city,Ohio,23054
Auburn city,Maine,23033
Venice city,Florida,23020
Saginaw city,Texas,23014
Junction City city,Kansas,22988
Tumwater city,Washington,22973
Solon city,Ohio,22962
Keene city,New Hampshire,22949
North Augusta city,South Carolina,22930
Webster Groves city,Missouri,22886
